game_pk,date,sp_fip_diff,sp_whip_diff,sp_k_rate_diff,sp_last5_fip_diff,bullpen_score_diff,ops_14d_diff,ops_vs_hand_diff,rpg_14d_diff,home_field,park_factor,home_won
822997,2026-04-10,-2.71,0.02,0.073,-1.42,-8.900000000000006,0.022,-0.059,0.0900000000000007,1,96,1
824858,2026-04-10,1.0399999999999996,0.0999999999999998,-0.073,-1.88,15.1,0.0609999999999999,0.021,0.4900000000000002,1,100,0
824941,2026-04-10,-0.5899999999999999,-0.26,0.007,2.26,10.5,0.1039999999999999,0.0689999999999999,1.75,1,101,1
824128,2026-04-10,0.8199999999999998,0.04,-0.003,-1.37,-29.5,0.058,-0.073,0.04,1,104,1
823808,2026-04-10,-1.39,0.01,0.067,-1.41,33.6,-0.035,-0.038,-0.4599999999999999,1,99,0
823076,2026-04-10,-1.98,-0.1800000000000001,0.008,-3.27,-12.6,-0.003,0.0349999999999999,0.8199999999999998,1,99,1
823318,2026-04-10,-1.8100000000000005,-0.01,0.071,-2.62,36.0,-0.0609999999999999,-0.0929999999999999,-0.0599999999999996,1,95,1
823156,2026-04-10,-1.44,-0.49,0.004,-0.6500000000000004,34.4,-0.2959999999999999,0.019,-3.58,1,92,1
823968,2026-04-10,-1.13,-0.58,0.146,-1.81,10.700000000000005,0.1549999999999999,0.1100000000000001,2.36,1,98,1
823480,2026-04-11,2.34,0.5699999999999998,-0.033,2.579999999999999,14.099999999999994,0.0,0.0299999999999999,-0.8300000000000001,1,102,1
824294,2026-04-11,-1.6900000000000004,-0.33,0.096,-4.17,-0.8999999999999986,-0.0779999999999999,0.02,-1.42,1,98,1
824697,2026-04-11,2.06,0.2999999999999998,-0.049,4.34,-0.3999999999999915,-0.005,-0.032,0.25,1,100,0
822830,2026-04-11,4.040000000000001,0.49,-0.117,1.6000000000000003,36.0,-0.005,0.029,-0.8499999999999996,1,101,0
824535,2026-04-11,-3.679999999999999,-2.0,-0.04,-5.65,-26.0,-0.005,-0.013,-1.1800000000000002,1,106,1
823644,2026-04-11,0.4300000000000006,0.0399999999999998,0.09,1.67,-2.200000000000003,-0.03,-0.0929999999999999,-0.6200000000000001,1,97,0
824129,2026-04-11,-1.87,-0.24,0.036,-0.91,-37.2,0.1059999999999999,-0.021,0.4700000000000002,1,104,1
822996,2026-04-11,0.8600000000000003,0.1499999999999999,-0.061,1.4500000000000002,-6.599999999999994,0.0489999999999999,-0.071,0.1500000000000003,1,96,1
823805,2026-04-11,-1.5399999999999996,-0.01,0.0689999999999999,-0.0100000000000002,22.4,-0.056,-0.103,-0.75,1,99,0
824857,2026-04-11,1.7900000000000005,0.48,-0.069,2.4200000000000004,14.299999999999995,-0.003,0.021,-0.0899999999999998,1,100,1
823074,2026-04-11,1.83,0.4200000000000001,-0.066,1.06,-6.399999999999999,0.025,0.0349999999999999,0.8399999999999999,1,99,0
824939,2026-04-11,0.5099999999999998,-0.04,-0.048,-0.02,8.900000000000006,0.0959999999999999,0.027,1.79,1,101,0
823316,2026-04-11,1.6900000000000004,0.1599999999999999,-0.043,1.4399999999999995,11.599999999999998,-0.0469999999999999,-0.0929999999999999,0.1200000000000001,1,95,1
823967,2026-04-11,-0.2599999999999998,-0.1899999999999999,0.032,-0.3200000000000003,11.899999999999991,0.1999999999999999,0.1100000000000001,2.3600000000000003,1,98,1
823155,2026-04-11,-0.8100000000000005,-0.1500000000000001,-0.032,-2.8600000000000003,30.9,-0.286,0.019,-3.59,1,92,1
824859,2026-04-12,0.4599999999999999,-0.24,-0.012,-0.1699999999999999,10.9,0.034,0.041,0.25,1,100,1
823479,2026-04-12,-1.94,-0.4399999999999999,0.046,-2.8200000000000003,7.0,0.004,0.0299999999999999,-0.91,1,102,0
822828,2026-04-12,4.58,0.3899999999999999,-0.12,5.880000000000001,34.00000000000001,-0.0509999999999999,-0.001,-1.41,1,101,0
824533,2026-04-12,0.9099999999999996,0.1799999999999999,-0.087,-0.0600000000000005,-4.399999999999999,0.025,-0.014,-0.6000000000000001,1,106,0
823642,2026-04-12,-1.42,-0.1699999999999999,0.068,-1.9799999999999995,-5.700000000000003,-0.0489999999999999,-0.0819999999999999,-0.7999999999999998,1,97,0
824293,2026-04-12,-1.7100000000000004,-0.24,0.086,-2.76,-3.899999999999999,-0.023,0.013,-0.6899999999999995,1,98,1
822998,2026-04-12,0.7200000000000002,-0.03,-0.004,-0.9899999999999998,-32.2,0.0539999999999999,-0.024,0.0599999999999996,1,96,1
824126,2026-04-12,1.78,0.1699999999999999,-0.1339999999999999,1.97,-32.099999999999994,0.1349999999999999,-0.065,0.54,1,104,0
823804,2026-04-12,-2.1500000000000004,-0.32,0.0719999999999999,-0.3799999999999999,19.300000000000004,-0.1089999999999999,0.024,-1.25,1,99,0
823075,2026-04-12,-0.8399999999999999,-0.47,0.037,-7.46,-9.700000000000005,0.029,0.0409999999999999,0.25,1,99,0
824696,2026-04-12,1.7800000000000002,-0.0799999999999998,-0.02,3.2700000000000005,13.9,-0.048,-0.032,-0.5,1,100,1
823317,2026-04-12,-4.390000000000001,-0.5700000000000001,0.188,-4.59,5.599999999999994,-0.028,-0.1109999999999999,0.4599999999999999,1,95,1
823154,2026-04-12,-1.16,-0.6599999999999999,0.0289999999999999,-1.9400000000000004,6.399999999999999,-0.294,0.019,-3.0,1,92,1
823966,2026-04-12,1.12,0.3400000000000001,-0.0549999999999999,-0.3599999999999999,-19.5,0.239,0.1100000000000001,2.81,1,98,0
824938,2026-04-12,-1.88,-0.1299999999999999,0.0799999999999999,-2.4199999999999995,3.5,0.0659999999999999,0.047,1.33,1,101,1
823153,2026-04-13,-2.29,-0.27,0.0249999999999999,-1.34,20.90000000000001,-0.278,0.019,-2.5,1,92,1
824856,2026-04-13,0.0699999999999994,-0.3299999999999999,0.197,-0.4900000000000002,-10.5,0.0659999999999999,0.0879999999999999,-0.2299999999999995,1,100,1
823400,2026-04-13,-3.0699999999999994,-0.5499999999999999,0.146,-0.7799999999999998,16.1,-0.069,-0.0499999999999999,-1.5,1,99,1
823481,2026-04-13,-1.84,0.07,0.1299999999999999,-2.02,7.399999999999999,0.0299999999999999,-0.036,-0.6600000000000001,1,102,1
823563,2026-04-13,-0.3500000000000001,-0.29,0.0119999999999999,-0.75,20.200000000000003,0.03,0.087,0.33,1,99,1
824937,2026-04-13,0.5999999999999996,0.08,-0.066,-0.2999999999999998,6.799999999999997,0.085,0.049,1.2999999999999998,1,101,0
823725,2026-04-13,0.6600000000000001,-0.25,-0.104,-0.4299999999999997,-21.9,0.0559999999999999,0.0109999999999998,0.9000000000000004,1,102,1
823073,2026-04-13,1.1800000000000002,0.3999999999999999,-0.0749999999999999,1.6800000000000002,-29.10000000000001,-0.0699999999999999,0.023,-0.08,1,99,0
825024,2026-04-13,-0.1900000000000004,0.3,0.0109999999999999,-1.010000000000001,-6.600000000000001,0.0229999999999999,0.052,0.75,1,96,0
823964,2026-04-13,-0.1499999999999999,-0.5899999999999999,-0.036,-2.2,16.5,0.252,0.0799999999999999,2.87,1,98,1
824853,2026-04-14,-1.42,0.01,0.0269999999999999,-1.1100000000000003,-11.799999999999995,0.1039999999999999,-0.011,0.5199999999999996,1,100,0
824292,2026-04-14,-1.8500000000000003,-0.0699999999999998,-0.1149999999999999,-1.41,21.10000000000001,0.0389999999999999,0.0129999999999999,0.5,1,98,1
823398,2026-04-14,-1.82,-0.1299999999999999,0.0189999999999999,3.72,16.700000000000003,0.016,-0.0499999999999999,0.5,1,99,0
824531,2026-04-14,0.9000000000000004,0.2200000000000002,-0.0389999999999999,-1.3899999999999997,-23.3,-0.0779999999999999,0.017,-0.3399999999999998,1,106,1
823478,2026-04-14,1.52,0.63,-0.093,4.29,19.60000000000001,0.0709999999999999,-0.0549999999999999,0.25,1,102,0
823562,2026-04-14,1.5800000000000003,0.1499999999999999,-0.0209999999999999,4.3100000000000005,21.5,0.0659999999999999,0.082,0.5,1,99,0
824935,2026-04-14,1.66,0.3499999999999998,-0.064,1.4099999999999997,11.6,0.055,0.049,0.8399999999999999,1,101,1
823723,2026-04-14,-0.8700000000000001,0.3700000000000001,0.0479999999999999,-0.6200000000000001,-2.3000000000000043,0.0769999999999999,0.0409999999999999,1.4000000000000004,1,102,1
824616,2026-04-14,1.99,0.1700000000000001,-0.0499999999999999,2.49,3.200000000000003,-0.152,0.079,-1.5,1,99,0
823802,2026-04-14,-1.51,-0.29,0.152,-2.85,-5.099999999999994,0.016,0.029,1.1800000000000002,1,99,0
823072,2026-04-14,-0.4199999999999999,-0.3799999999999999,-0.0499999999999999,-1.21,-26.10000000000001,-0.0739999999999999,0.0399999999999999,-0.4199999999999999,1,99,1
824210,2026-04-14,-1.0299999999999998,-0.6300000000000001,0.048,-1.59,2.199999999999996,0.143,-0.023,1.75,1,100,1
823315,2026-04-14,1.1,0.1499999999999999,-0.03,2.51,-8.799999999999997,0.134,-0.0889999999999999,1.67,1,95,1
825022,2026-04-14,1.7999999999999998,0.01,-0.0559999999999999,4.770000000000001,-6.600000000000001,0.003,0.055,0.5899999999999999,1,96,1
823965,2026-04-14,-0.31,-0.2999999999999999,-0.03,-4.32,20.700000000000003,0.309,0.14,3.34,1,98,1
824855,2026-04-15,0.6200000000000001,0.3400000000000001,0.047,1.7000000000000002,-20.40000000000001,0.1169999999999999,0.005,0.5800000000000001,1,100,0
823071,2026-04-15,-1.3299999999999996,-0.26,0.036,-1.2399999999999998,-6.399999999999999,-0.0899999999999999,0.0459999999999999,-0.5,1,99,1
823722,2026-04-15,1.17,0.5699999999999998,-0.105,3.94,-1.2000000000000028,0.0949999999999999,0.0109999999999998,1.5599999999999996,1,102,0
824291,2026-04-15,0.5199999999999996,0.2199999999999999,0.0569999999999999,-1.31,26.099999999999994,0.0679999999999999,0.017,0.4599999999999999,1,98,1
823399,2026-04-15,-0.6600000000000001,0.0599999999999998,0.0339999999999999,-4.55,6.800000000000004,-0.013,-0.036,-0.08,1,99,1
824532,2026-04-15,-0.7999999999999998,-0.1100000000000001,-0.05,0.9700000000000006,-17.099999999999994,-0.041,-0.033,0.25,1,106,1
823477,2026-04-15,-1.2599999999999998,0.25,0.025,-3.0000000000000004,19.800000000000004,0.013,-0.0599999999999999,-0.5,1,102,0
823561,2026-04-15,3.3999999999999995,-0.24,-0.053,-2.1500000000000004,9.800000000000004,-0.014,0.052,-0.25,1,99,1
824936,2026-04-15,-1.21,-0.52,0.014,-0.7700000000000005,23.6,0.079,0.049,1.4600000000000009,1,101,1
824615,2026-04-15,-1.33,-0.01,0.05,-2.3200000000000003,-3.0,-0.1509999999999999,-0.014,-1.7999999999999998,1,99,0
823803,2026-04-15,1.5500000000000005,0.1100000000000001,-0.173,0.0500000000000002,-2.1999999999999886,0.02,0.029,0.9099999999999996,1,99,1
824209,2026-04-15,-1.5299999999999998,-0.29,0.113,-0.8200000000000003,4.299999999999997,0.091,-0.008,1.17,1,100,1
823314,2026-04-15,0.6699999999999995,0.3,-0.0549999999999999,2.28,-16.599999999999994,0.145,-0.0939999999999999,1.67,1,95,1
825021,2026-04-15,-0.2999999999999998,-0.25,0.03,-1.6599999999999997,-5.799999999999997,0.0479999999999999,0.052,0.92,1,96,1
823963,2026-04-15,-0.5399999999999996,-0.2600000000000001,0.07,-0.5899999999999999,13.799999999999995,0.285,0.14,3.1,1,98,1
823396,2026-04-16,-1.4999999999999996,-0.01,0.031,0.1299999999999999,16.700000000000003,-0.017,-0.0499999999999999,-0.1600000000000001,1,99,0
824530,2026-04-16,0.1899999999999999,-0.27,0.0359999999999999,-2.22,-7.899999999999999,-0.012,-0.033,0.5,1,106,0
824289,2026-04-16,0.2099999999999999,-0.2099999999999999,-0.0769999999999999,-0.2599999999999998,1.1999999999999955,0.132,-0.012,1.5499999999999998,1,98,1
823560,2026-04-16,-1.0,-0.24,0.0099999999999999,-4.49,9.0,-0.054,0.082,-0.4199999999999999,1,99,0
823801,2026-04-16,1.1399999999999997,0.0,0.059,0.7199999999999998,-10.600000000000009,0.0,-0.033,0.3599999999999999,1,99,1
824614,2026-04-16,0.9700000000000006,-0.1300000000000001,0.052,-3.12,12.4,-0.153,0.032,-2.09,1,99,0
825023,2026-04-16,1.85,0.4500000000000002,-0.0799999999999999,2.759999999999999,-23.5,0.0829999999999999,0.038,1.16,1,96,0
824453,2026-04-16,-0.6899999999999995,-0.2999999999999998,0.067,0.94,6.899999999999992,0.022,0.009,0.1699999999999999,1,97,1
824208,2026-04-16,3.4400000000000004,0.4000000000000001,-0.0159999999999999,-7.61,-9.200000000000005,0.078,-0.023,1.0,1,100,0
823313,2026-04-16,-0.79,-0.0399999999999998,-0.0159999999999999,-1.21,-13.0,0.1099999999999999,-0.0939999999999999,1.42,1,95,1
824693,2026-04-17,-1.66,-0.48,-0.033,-2.119999999999999,-15.1,0.137,0.0599999999999999,2.0,1,100,1
824454,2026-04-17,-0.0700000000000002,-0.4499999999999999,0.066,-0.2200000000000006,9.600000000000009,0.046,-0.0739999999999999,0.2999999999999998,1,97,0
823476,2026-04-17,3.95,1.0199999999999998,-0.06,4.6,-2.0,-0.073,-0.0779999999999999,-1.34,1,102,0
822752,2026-04-17,3.14,0.2000000000000001,-0.0759999999999999,1.64,-8.200000000000003,0.0969999999999999,0.0,2.2299999999999995,1,100,0
823397,2026-04-17,0.96,0.2199999999999999,0.079,0.0599999999999996,11.800000000000004,0.011,0.022,0.0,1,99,1
823559,2026-04-17,-1.6599999999999997,-0.2599999999999999,0.089,-1.79,21.4,0.0679999999999999,0.057,1.5399999999999996,1,99,1
823883,2026-04-17,-0.4499999999999993,-0.1499999999999999,0.051,0.7100000000000009,1.0999999999999943,0.019,-0.053,0.4000000000000003,1,96,0
824778,2026-04-17,0.4199999999999999,0.1999999999999999,-0.02,1.83,-2.6000000000000014,-0.071,-0.0069999999999998,0.3799999999999999,1,107,1
824207,2026-04-17,-0.75,-0.3800000000000001,0.044,-0.1200000000000001,-6.100000000000001,0.062,0.002,0.5199999999999996,1,100,0
823720,2026-04-17,-3.1700000000000004,-0.6399999999999999,0.129,-1.9400000000000004,17.199999999999996,0.1019999999999999,-0.003,2.3,1,102,0
824373,2026-04-17,2.0200000000000005,0.5200000000000001,-0.2,2.17,-55.5,-0.211,-0.056,-2.91,1,112,0
824048,2026-04-17,-1.2799999999999998,-0.48,0.0559999999999999,-3.709999999999999,-22.599999999999994,0.0,0.0559999999999999,0.2300000000000004,1,101,1
823152,2026-04-17,0.25,0.06,-0.0269999999999999,-1.23,28.40000000000001,-0.02,0.052,0.0699999999999998,1,92,0
825101,2026-04-17,-0.8700000000000001,-0.0799999999999998,-0.028,2.08,-6.799999999999997,0.025,-0.0589999999999999,1.25,1,103,1
825019,2026-04-17,2.5699999999999994,0.28,-0.09,1.0,1.0,0.138,0.026,1.6900000000000004,1,96,0
823558,2026-04-18,-0.1600000000000001,0.08,0.0269999999999999,1.17,23.500000000000007,0.0629999999999999,0.092,1.3199999999999998,1,99,1
823721,2026-04-18,-0.5899999999999999,-0.0699999999999998,0.088,1.75,16.599999999999994,0.118,-0.003,1.8500000000000003,1,102,0
824694,2026-04-18,2.2600000000000007,0.0,-0.021,3.16,3.1000000000000085,0.216,0.0599999999999999,3.42,1,100,1
823394,2026-04-18,-0.3199999999999998,0.04,0.0389999999999999,1.38,-0.1999999999999957,0.048,0.022,0.25,1,99,0
822751,2026-04-18,-1.7600000000000002,-0.1500000000000001,0.088,-1.0499999999999998,-8.200000000000003,0.031,0.0,1.5600000000000005,1,100,0
825020,2026-04-18,-1.37,0.06,0.088,-1.5700000000000005,-14.5,0.0579999999999999,0.026,0.69,1,96,1
824775,2026-04-18,2.5900000000000003,0.69,-0.106,8.25,3.0,-0.0679999999999999,0.025,0.3600000000000003,1,107,0
823882,2026-04-18,0.1700000000000008,0.1899999999999999,-0.031,1.89,15.599999999999994,0.0379999999999999,-0.053,0.3799999999999999,1,96,0
824451,2026-04-18,-1.6599999999999997,0.19,-0.085,-1.61,9.6,0.035,-0.0739999999999999,0.1499999999999994,1,97,1
824206,2026-04-18,0.8799999999999999,0.33,0.0569999999999999,3.45,-8.0,0.034,0.001,-0.2300000000000004,1,100,0
823151,2026-04-18,-1.2599999999999998,0.1400000000000001,-0.018,-0.0100000000000006,26.3,-0.0509999999999999,0.052,-0.31,1,92,1
823474,2026-04-18,-0.6699999999999999,0.04,0.002,0.0899999999999998,-6.1000000000000085,-0.158,-0.0669999999999999,-2.75,1,102,0
824372,2026-04-18,0.6799999999999997,0.09,-0.077,-0.92,-42.1,-0.191,-0.056,-2.41,1,112,1
825098,2026-04-18,-3.74,-0.1999999999999999,0.0109999999999999,-5.83,0.7999999999999972,0.0569999999999999,-0.0589999999999999,1.84,1,103,1
824049,2026-04-18,-2.9600000000000004,0.1300000000000001,0.084,-1.0999999999999996,-13.299999999999995,0.0649999999999999,0.0689999999999999,0.9200000000000008,1,101,0
822750,2026-04-19,0.5099999999999998,0.09,-0.0519999999999999,-2.86,13.9,-0.01,0.082,1.0599999999999996,1,100,1
823393,2026-04-19,1.1,0.1600000000000001,-0.067,2.75,-18.2,0.036,-0.0539999999999999,0.4599999999999999,1,99,1
823556,2026-04-19,-1.75,-0.25,-0.0319999999999999,0.91,33.3,0.136,0.1169999999999999,1.85,1,99,1
824452,2026-04-19,0.3100000000000005,0.04,0.0489999999999999,1.6100000000000003,-2.5,0.024,0.0319999999999999,0.1299999999999999,1,97,1
823881,2026-04-19,2.97,0.52,-0.126,4.23,7.399999999999991,0.006,-0.053,-0.1699999999999999,1,96,1
824205,2026-04-19,0.71,0.08,-0.0259999999999999,1.6899999999999995,-5.899999999999999,-0.039,0.013,-0.7700000000000005,1,100,0
823718,2026-04-19,-1.1900000000000004,-0.3900000000000001,-0.007,0.71,52.8,0.124,0.036,1.84,1,102,0
824691,2026-04-19,-1.04,-0.2199999999999999,-0.0259999999999999,-7.390000000000001,1.7000000000000028,0.221,0.0579999999999999,3.83,1,100,1
824371,2026-04-19,0.1499999999999994,0.52,-0.062,2.65,-42.1,-0.16,-0.056,-1.5999999999999996,1,112,1
825018,2026-04-19,0.6900000000000004,-0.02,0.004,1.5200000000000005,-2.8000000000000043,0.0839999999999999,-0.003,1.23,1,96,0
824047,2026-04-19,-0.2000000000000001,0.1600000000000001,0.003,-2.95,-13.9,0.0479999999999999,0.0559999999999999,0.8500000000000005,1,101,0
823150,2026-04-19,-0.3900000000000001,-0.27,-0.016,0.6600000000000001,-6.0,-0.0529999999999999,-0.0609999999999999,0.0,1,92,1
825100,2026-04-19,2.1900000000000004,0.2099999999999999,-0.071,1.87,4.400000000000006,0.0719999999999999,-0.0589999999999999,2.25,1,103,0
824777,2026-04-19,-0.0300000000000002,0.1199999999999998,0.085,2.46,-1.2000000000000028,-0.032,0.05,0.81,1,107,0
823475,2026-04-19,-0.0799999999999991,0.25,-0.031,0.8799999999999999,-7.399999999999991,-0.1839999999999999,-0.054,-3.0,1,102,0
824776,2026-04-20,-0.4599999999999995,-0.3700000000000001,-0.0559999999999999,-0.4699999999999997,-9.5,-0.0659999999999999,-0.0319999999999999,0.25,1,107,1
824450,2026-04-20,0.5299999999999998,0.1799999999999999,-0.031,-0.8200000000000003,42.8,0.047,-0.0469999999999999,0.9299999999999996,1,97,0
822994,2026-04-20,1.2999999999999998,-0.1599999999999999,0.004,0.1799999999999997,24.3,0.0789999999999999,0.037,0.8300000000000001,1,96,0
823879,2026-04-20,-1.0700000000000005,0.01,0.104,-1.86,34.8,-0.0999999999999999,-0.025,-1.33,1,96,1
822749,2026-04-20,0.4900000000000002,0.2100000000000002,0.0549999999999999,-0.3999999999999994,-31.2,-0.1069999999999999,-0.017,-1.0,1,100,0
824125,2026-04-20,-1.13,-0.2199999999999999,-0.0279999999999999,-0.5700000000000003,-29.1,-0.1139999999999999,-0.05,-1.84,1,104,0
824692,2026-04-20,0.5300000000000002,-0.01,-0.059,1.09,-34.50000000000001,0.154,0.029,3.0,1,100,1
824370,2026-04-20,1.83,0.5,-0.05,1.3800000000000003,-41.2,-0.1149999999999999,-0.0629999999999999,-1.04,1,112,0
824046,2026-04-20,0.4599999999999999,-0.1899999999999999,-0.079,-1.21,-35.8,0.088,0.0489999999999999,1.6100000000000003,1,101,0
823149,2026-04-20,-0.2799999999999998,-0.1399999999999999,0.0249999999999999,0.4999999999999995,-3.700000000000003,0.0239999999999999,-0.002,0.1600000000000001,1,92,0
824448,2026-04-21,-3.78,-1.03,0.0269999999999999,-3.02,34.7,0.042,-0.0589999999999999,0.7699999999999996,1,97,1
822995,2026-04-21,2.51,0.3400000000000001,-0.119,3.41,22.8,0.032,-0.013,0.1100000000000003,1,96,0
823880,2026-04-21,1.95,0.52,-0.043,4.27,-2.6000000000000014,-0.04,-0.025,-0.6900000000000004,1,96,0
824290,2026-04-21,0.8799999999999999,-0.08,-0.1309999999999999,0.73,-22.0,0.132,-0.062,0.7800000000000002,1,98,0
822747,2026-04-21,-0.3500000000000005,-0.3599999999999999,0.026,-1.3499999999999996,-44.50000000000001,-0.1699999999999999,-0.006,-1.9799999999999995,1,100,1
824773,2026-04-21,-3.39,-0.02,0.114,-1.95,-29.9,-0.1109999999999999,-0.1109999999999999,-0.4299999999999997,1,107,0
823640,2026-04-21,-2.47,-0.75,0.163,-3.0700000000000003,5.100000000000001,-0.2309999999999999,-0.0689999999999999,-3.66,1,97,0
824127,2026-04-21,-0.2899999999999996,-0.1599999999999999,0.0569999999999999,1.4299999999999995,-28.3,-0.1070000000000001,0.0329999999999999,-2.1499999999999995,1,104,1
824690,2026-04-21,1.2599999999999998,-0.25,-0.025,3.0000000000000004,-15.9,0.2039999999999999,0.0619999999999999,3.5,1,100,1
822914,2026-04-21,0.5499999999999998,-0.05,-0.003,0.9399999999999996,19.099999999999994,-0.032,-0.064,-1.17,1,102,1
824369,2026-04-21,-0.9299999999999996,0.0599999999999998,0.0579999999999999,-3.22,-25.89999999999999,0.024,0.0979999999999999,-0.8399999999999999,1,112,0
824045,2026-04-21,0.5700000000000003,0.1,0.0,4.640000000000001,-29.40000000000001,0.054,-0.011,1.0499999999999998,1,101,0
823148,2026-04-21,-2.13,-0.4600000000000002,0.062,-3.9899999999999993,13.5,0.031,-0.1149999999999999,0.2399999999999993,1,92,0
825099,2026-04-21,1.9400000000000004,0.25,-0.097,2.1500000000000004,1.899999999999992,0.038,-0.0569999999999999,1.5,1,103,0
823236,2026-04-21,-0.4100000000000001,0.45,0.014,2.79,-27.200000000000003,-0.124,-0.074,-1.33,1,95,1
823878,2026-04-22,-0.5599999999999996,-0.29,-0.0099999999999999,1.2800000000000002,14.099999999999994,-0.015,-0.025,-0.5200000000000005,1,96,1
824449,2026-04-22,0.79,-0.03,-0.015,-0.0200000000000004,19.099999999999994,0.042,-0.0469999999999999,0.9299999999999996,1,97,0
822993,2026-04-22,-2.49,-0.48,-0.001,-0.6299999999999999,20.8,-0.0069999999999998,-0.01,-0.0199999999999995,1,96,1
824123,2026-04-22,-0.8000000000000007,-0.4599999999999999,0.046,0.0999999999999996,-15.2,-0.0709999999999999,-0.05,-1.85,1,104,0
824044,2026-04-22,-3.0500000000000003,-0.26,0.096,-0.2800000000000002,4.100000000000001,0.037,-0.011,0.7999999999999998,1,101,1
823147,2026-04-22,-1.6799999999999995,-0.4399999999999999,0.107,-4.46,28.6,-0.001,-0.002,0.0999999999999996,1,92,1
824286,2026-04-22,-1.46,-0.26,0.011,-0.27,-14.300000000000004,0.0819999999999999,-0.062,0.0199999999999995,1,98,1
822748,2026-04-22,3.73,0.31,-0.1569999999999999,-3.91,-37.6,-0.1459999999999999,-0.017,-1.34,1,100,0
824774,2026-04-22,0.1200000000000001,0.1599999999999999,0.037,0.69,-28.6,-0.1099999999999999,-0.054,-0.5999999999999996,1,107,0
823641,2026-04-22,-0.5300000000000002,-0.25,-0.0259999999999999,-2.87,7.200000000000003,-0.2289999999999999,-0.0739999999999999,-3.84,1,97,1
824688,2026-04-22,-1.6800000000000002,0.05,0.066,-0.8799999999999999,-13.200000000000005,0.1859999999999999,0.0619999999999999,3.0,1,100,1
822913,2026-04-22,1.44,0.2899999999999998,-0.026,2.03,8.099999999999994,0.012,-0.064,-0.5,1,102,0
824367,2026-04-22,1.8100000000000005,0.01,-0.071,2.62,-30.099999999999994,-0.022,0.0979999999999999,-1.23,1,112,1
825097,2026-04-22,-1.1500000000000004,-0.1899999999999999,0.003,-0.7999999999999998,-3.9000000000000057,-0.003,-0.004,0.92,1,103,1
823231,2026-04-22,2.2099999999999995,0.7000000000000001,-0.05,3.2299999999999995,-26.099999999999994,-0.152,-0.074,-1.35,1,95,1
822745,2026-04-23,-1.73,0.0499999999999998,0.0459999999999999,-1.46,-33.4,-0.1089999999999999,-0.017,-0.96,1,100,0
824288,2026-04-23,-3.12,-0.5,0.044,-2.72,-8.000000000000007,0.0819999999999999,0.025,-0.2400000000000002,1,98,1
824689,2026-04-23,3.0,0.3099999999999998,-0.0769999999999999,5.44,-13.200000000000005,0.1929999999999999,0.038,2.92,1,100,1
824368,2026-04-23,-0.2099999999999999,-0.4199999999999999,-0.009,-3.999999999999999,-27.39999999999999,-0.009,0.0979999999999999,-0.8799999999999999,1,112,0
825096,2026-04-23,0.0299999999999998,-0.1199999999999998,-0.009,-2.82,3.700000000000003,0.016,-0.0569999999999999,0.91,1,103,0
823233,2026-04-23,-0.27,0.3199999999999999,-0.12,-1.0100000000000002,-28.8,-0.144,-0.074,-1.2799999999999998,1,95,0
824770,2026-04-23,0.77,0.15,-0.023,0.3700000000000001,-29.9,-0.136,-0.1109999999999999,-1.09,1,107,0
823639,2026-04-23,0.9500000000000002,0.3500000000000001,-0.013,0.3500000000000001,19.599999999999994,-0.1869999999999999,-0.0689999999999999,-3.25,1,97,1
822912,2026-04-23,-0.96,-0.3899999999999999,0.0659999999999999,-1.08,5.899999999999992,0.011,-0.064,-0.92,1,102,1
824529,2026-04-24,0.4599999999999999,0.0599999999999998,-0.0139999999999999,0.3399999999999998,-19.5,-0.0839999999999999,0.058,0.2099999999999999,1,106,1
824854,2026-04-24,-0.9300000000000006,-0.4199999999999999,0.01,-8.34,20.200000000000003,0.0989999999999999,0.0689999999999999,1.39,1,100,1
822827,2026-04-24,4.98,0.6299999999999999,-0.1499999999999999,8.790000000000001,10.300000000000011,0.031,0.0449999999999999,-0.04,1,101,0
823638,2026-04-24,-0.79,-0.55,0.052,-1.0999999999999996,13.099999999999994,-0.162,-0.0839999999999999,-1.33,1,97,0
822992,2026-04-24,-1.13,-0.4600000000000001,0.011,-4.19,32.2,-0.031,0.001,-0.5,1,96,1
824932,2026-04-24,0.0799999999999991,-0.25,0.031,-0.8799999999999999,-10.900000000000006,0.1799999999999999,0.054,2.84,1,101,1
824124,2026-04-24,-0.1899999999999999,-0.3700000000000001,-0.015,-1.92,-12.699999999999996,-0.131,-0.0349999999999999,-2.1899999999999995,1,104,1
824611,2026-04-24,-2.4199999999999995,-0.2099999999999999,0.042,-0.0899999999999998,23.6,0.084,-0.026,-0.1299999999999999,1,99,1
823800,2026-04-24,1.2799999999999994,0.0999999999999999,-0.097,0.54,5.300000000000004,-0.0609999999999999,-0.005,-0.8099999999999996,1,99,0
822909,2026-04-24,0.1900000000000004,-0.3,-0.0109999999999999,1.010000000000001,-1.5,-0.001,-0.054,0.3099999999999996,1,102,0
824204,2026-04-24,1.7300000000000004,0.24,0.006,3.28,-22.90000000000001,-0.054,-0.034,-0.7700000000000005,1,100,0
823069,2026-04-24,0.7800000000000002,-0.1100000000000001,-0.0179999999999999,-1.6799999999999995,-17.9,-0.078,-0.021,-0.2700000000000004,1,99,0
823962,2026-04-24,-2.04,-0.1,0.062,-2.6900000000000004,37.400000000000006,-0.049,0.082,-1.6100000000000003,1,98,0
